f,ax,ay,az,mx,my,mz,gx,gy,gz,t,p,h
7215,-0.88,0.39,9.77,9.50,-30.83,20.17,21.00,-33.00,3.00,35.20,101266,0.32
7238,-1.01,0.48,9.86,9.83,-31.00,20.17,22.00,-32.00,3.00,35.20,101260,0.86
7261,-1.05,0.44,9.73,9.83,-31.17,20.67,21.00,-33.00,3.00,35.20,101286,-1.47
7283,-1.01,0.39,9.73,9.67,-31.00,20.33,21.00,-31.00,3.00,35.20,101263,0.59
7310,-0.96,0.48,9.77,10.17,-31.17,20.17,22.00,-31.00,3.00,35.20,101266,0.32
7333,-1.01,0.48,9.86,9.67,-30.83,20.50,22.00,-31.00,2.00,35.20,101286,-1.47
7369,-0.96,0.39,9.77,9.67,-31.17,20.67,22.00,-33.00,3.00,35.20,101272,-0.22
7394,-0.92,0.39,9.77,10.00,-31.17,21.00,22.00,-31.00,3.00,35.20,101282,-1.11
7417,-0.88,0.48,9.77,9.83,-31.00,20.50,21.00,-33.00,3.00,35.20,101273,-0.31
7440,-0.92,0.39,9.91,9.50,-31.33,20.67,21.00,-32.00,2.00,35.20,101286,-1.47
7467,-0.96,0.44,9.77,9.67,-31.00,20.83,21.00,-33.00,2.00,35.20,101276,-0.57
7490,-1.01,0.44,9.86,9.33,-31.00,20.50,21.00,-31.00,2.00,35.20,101269,0.05
7513,-0.96,0.39,9.91,9.83,-31.00,20.33,22.00,-33.00,3.00,35.20,101276,-0.57
7536,-0.96,0.53,9.91,9.67,-31.00,20.33,21.00,-32.00,3.00,35.20,101279,-0.84
7559,-0.96,0.48,9.86,10.17,-31.33,20.67,22.00,-32.00,2.00,35.20,101272,-0.22
7581,-0.92,0.39,9.86,9.67,-30.83,20.50,22.00,-31.00,2.00,35.20,101263,0.59
7605,-0.96,0.48,9.86,10.00,-31.17,20.50,22.00,-32.00,3.00,35.20,101266,0.32
7631,-0.96,0.53,9.91,9.50,-30.83,20.50,22.00,-32.00,3.00,35.20,101289,-1.74
7654,-1.01,0.48,9.77,9.67,-31.17,20.50,22.00,-31.00,3.00,35.20,101276,-0.57
7677,-1.01,0.48,9.77,9.83,-31.50,20.67,22.00,-31.00,3.00,35.20,101263,0.59
7700,-0.96,0.44,9.77,9.67,-31.17,20.50,21.00,-32.00,3.00,35.20,101269,0.05
7724,-0.96,0.44,9.69,9.50,-30.83,20.67,21.00,-31.00,2.00,35.20,101272,-0.22
7746,-0.96,0.44,9.82,9.50,-31.00,20.67,22.00,-32.00,3.00,35.20,101266,0.32
7769,-0.96,0.44,9.73,9.83,-31.33,20.50,22.00,-33.00,2.00,35.20,101279,-0.84
7795,-1.01,0.35,9.86,10.00,-31.33,20.50,22.00,-32.00,1.00,35.20,101282,-1.11
7819,-0.96,0.44,9.82,10.17,-31.17,20.50,22.00,-33.00,3.00,35.20,101276,-0.57
7841,-1.05,0.53,9.82,9.83,-31.00,20.33,21.00,-33.00,2.00,35.10,101269,0.05
7865,-1.01,0.44,9.73,10.00,-31.17,20.50,22.00,-32.00,3.00,35.20,101263,0.59
7887,-0.96,0.39,9.77,9.50,-31.17,20.33,22.00,-32.00,2.00,35.20,101263,0.59
7910,-1.01,0.44,9.82,10.00,-31.00,20.17,21.00,-33.00,2.00,35.20,101276,-0.57
7937,-0.96,0.35,9.77,10.17,-31.17,20.50,22.00,-32.00,4.00,35.20,101269,0.05
7960,-1.01,0.44,9.82,9.50,-31.33,20.33,22.00,-33.00,3.00,35.20,101263,0.59
7983,-0.96,0.39,9.77,10.00,-31.17,21.00,21.00,-33.00,2.00,35.10,101272,-0.22
8006,-1.01,0.48,9.73,10.00,-31.00,20.50,21.00,-32.00,3.00,35.20,101266,0.32
8029,-1.05,0.48,9.82,10.00,-31.17,20.83,21.00,-32.00,3.00,35.20,101263,0.59
8052,-1.01,0.48,9.82,10.00,-31.17,20.67,22.00,-32.00,3.00,35.20,101256,1.22
8075,-1.01,0.35,9.73,9.67,-31.00,20.17,22.00,-33.00,4.00,35.10,101279,-0.84
8101,-0.96,0.39,9.77,9.67,-31.17,20.50,22.00,-31.00,3.00,35.20,101263,0.59
8124,-1.01,0.44,9.77,9.67,-31.00,20.50,21.00,-31.00,3.00,35.20,101253,1.49
8147,-0.96,0.44,9.82,10.00,-31.00,20.33,22.00,-32.00,3.00,35.20,101282,-1.11
8170,-1.05,0.48,9.77,10.00,-30.50,20.17,22.00,-32.00,3.00,35.20,101260,0.86
8194,-1.01,0.48,9.86,10.00,-30.83,20.83,21.00,-31.00,4.00,35.10,101276,-0.57
8216,-0.96,0.44,9.82,9.67,-31.17,20.33,22.00,-31.00,3.00,35.20,101276,-0.57
8239,-1.01,0.44,9.82,9.83,-31.33,20.33,21.00,-31.00,3.00,35.20,101272,-0.22
8266,-1.01,0.44,9.86,10.67,-31.00,20.50,21.00,-32.00,3.00,35.20,101289,-1.74
8289,-0.92,0.44,9.73,9.67,-31.00,20.67,22.00,-32.00,2.00,35.20,101269,0.05
8311,-0.96,0.35,9.91,10.17,-31.33,20.50,22.00,-31.00,3.00,35.20,101279,-0.84
8335,-1.05,0.48,9.77,9.50,-31.00,20.50,21.00,-32.00,2.00,35.20,101285,-1.38
8357,-1.01,0.48,9.86,9.83,-31.17,20.50,22.00,-33.00,4.00,35.20,101279,-0.84
8381,-1.05,0.48,9.82,9.67,-31.33,20.50,22.00,-34.00,3.00,35.20,101269,0.05
8420,-1.05,0.44,9.82,9.83,-31.50,20.83,22.00,-32.00,3.00,35.10,101276,-0.57
8443,-0.92,0.39,9.86,9.83,-30.83,20.50,21.00,-32.00,2.00,35.20,101279,-0.84
8466,-0.92,0.48,9.91,10.00,-31.33,20.83,21.00,-32.00,3.00,35.20,101269,0.05
8489,-0.92,0.44,9.69,9.83,-31.17,20.50,21.00,-33.00,4.00,35.10,101282,-1.11
8512,-0.92,0.44,9.91,10.00,-31.33,20.33,22.00,-34.00,3.00,35.10,101272,-0.22
8535,-1.01,0.48,9.82,9.83,-31.17,20.67,23.00,-32.00,2.00,35.10,101269,0.05
8570,-1.01,0.48,9.82,9.50,-31.17,20.17,21.00,-32.00,2.00,35.20,101276,-0.57
8600,-0.96,0.44,9.86,9.83,-31.33,20.50,21.00,-32.00,2.00,35.20,101279,-0.84
8623,-0.96,0.31,9.86,10.00,-31.00,20.67,22.00,-32.00,3.00,35.20,101279,-0.84
8645,-1.05,0.44,9.86,9.67,-31.00,20.17,21.00,-34.00,3.00,35.20,101286,-1.47
8669,-0.96,0.44,9.86,9.83,-30.83,20.83,21.00,-33.00,3.00,35.20,101279,-0.84
8691,-1.05,0.48,9.86,9.67,-31.33,20.33,22.00,-33.00,3.00,35.20,101269,0.05
8715,-1.05,0.44,9.91,9.83,-31.00,20.50,21.00,-33.00,3.00,35.20,101272,-0.22
8741,-0.96,0.44,9.77,9.67,-30.67,20.00,21.00,-33.00,3.00,35.10,101263,0.59
8764,-0.92,0.44,9.82,10.33,-30.83,20.67,22.00,-31.00,4.00,35.20,101266,0.32
8787,-0.92,0.39,9.86,9.83,-31.17,20.50,22.00,-34.00,3.00,35.10,101263,0.59
8810,-0.96,0.44,9.73,10.33,-31.17,20.50,21.00,-31.00,3.00,35.20,101263,0.59
8833,-1.01,0.44,9.82,10.00,-30.83,20.17,22.00,-32.00,3.00,35.20,101266,0.32
8856,-1.05,0.39,9.77,9.83,-31.17,20.33,21.00,-33.00,2.00,35.20,101269,0.05
8879,-1.01,0.48,9.82,9.67,-31.33,20.33,22.00,-31.00,2.00,35.20,101279,-0.84
8916,-1.01,0.48,9.82,9.50,-31.00,20.33,22.00,-32.00,2.00,35.20,101279,-0.84
8940,-0.96,0.39,9.77,9.83,-31.17,20.50,21.00,-32.00,3.00,35.20,101273,-0.31
8963,-1.01,0.48,9.82,10.00,-30.83,20.67,22.00,-32.00,3.00,35.10,101276,-0.57
8986,-0.92,0.35,9.82,9.67,-31.50,21.17,22.00,-32.00,3.00,35.20,101266,0.32
9009,-0.96,0.44,9.91,9.83,-31.17,20.50,22.00,-32.00,3.00,35.20,101276,-0.57
9031,-0.96,0.44,9.82,10.17,-31.00,20.17,21.00,-31.00,3.00,35.20,101276,-0.57
9055,-1.01,0.48,9.86,10.00,-31.33,20.17,23.00,-32.00,3.00,35.20,101259,0.95
9081,-1.01,0.44,9.73,9.83,-31.33,20.33,23.00,-33.00,2.00,35.20,101272,-0.22
9104,-1.05,0.39,9.73,10.00,-31.00,20.50,22.00,-31.00,2.00,35.20,101279,-0.84
9127,-0.96,0.48,9.82,10.00,-31.00,20.17,23.00,-33.00,3.00,35.20,101286,-1.47
9150,-0.96,0.44,9.73,9.83,-31.17,20.50,23.00,-33.00,3.00,35.10,101266,0.32
9174,-0.96,0.44,9.82,10.00,-30.67,20.50,22.00,-32.00,3.00,35.20,101266,0.32
9196,-0.96,0.39,9.77,9.83,-31.33,20.67,21.00,-32.00,2.00,35.20,101279,-0.84
9223,-0.96,0.44,9.77,10.00,-31.33,20.50,21.00,-32.00,2.00,35.20,101279,-0.84
9245,-1.01,0.48,9.82,9.50,-31.00,20.50,22.00,-32.00,3.00,35.20,101273,-0.31
9269,-0.92,0.48,9.86,9.67,-31.17,20.50,22.00,-34.00,2.00,35.20,101282,-1.11
9291,-0.96,0.39,9.77,9.83,-31.33,20.33,22.00,-32.00,4.00,35.20,101279,-0.84
9315,-0.96,0.48,9.77,9.33,-30.67,20.50,22.00,-33.00,3.00,35.20,101279,-0.84
9337,-0.88,0.44,9.91,10.00,-30.83,20.00,21.00,-32.00,3.00,35.20,101250,1.76
9360,-0.92,0.48,9.91,9.83,-31.17,20.33,23.00,-32.00,2.00,35.20,101282,-1.11
9388,-0.83,0.44,9.95,9.67,-30.83,20.33,21.00,-34.00,3.00,35.10,101266,0.32
9410,-1.01,0.44,9.82,9.83,-31.33,20.00,22.00,-34.00,3.00,35.20,101266,0.32
9433,-0.96,0.48,9.95,10.33,-31.33,20.50,22.00,-32.00,3.00,35.20,101273,-0.31
9456,-1.05,0.48,9.73,10.17,-31.00,20.33,22.00,-32.00,2.00,35.20,101276,-0.57
9479,-0.96,0.44,9.82,10.00,-31.00,20.50,22.00,-33.00,4.00,35.20,101269,0.05
9502,-0.96,0.44,9.91,9.83,-31.00,20.50,22.00,-32.00,3.00,35.20,101276,-0.57
9525,-0.96,0.39,9.77,10.00,-31.00,20.33,21.00,-32.00,3.00,35.20,101273,-0.31
9551,-0.96,0.35,9.82,10.17,-30.83,20.67,21.00,-32.00,3.00,35.20,101276,-0.57
9575,-1.01,0.39,9.77,10.17,-31.00,20.67,22.00,-32.00,3.00,35.20,101266,0.32
9597,-0.96,0.48,9.77,10.00,-31.50,20.67,22.00,-32.00,2.00,35.20,101266,0.32
9620,-1.01,0.44,9.82,10.17,-31.00,21.17,22.00,-33.00,3.00,35.20,101282,-1.11
9644,-0.92,0.44,9.77,9.67,-30.83,20.50,21.00,-32.00,2.00,35.20,101276,-0.57
9666,-0.92,0.44,9.77,9.67,-31.50,20.50,21.00,-33.00,2.00,35.20,101276,-0.57
9705,-0.96,0.44,9.86,9.83,-30.67,20.33,21.00,-31.00,4.00,35.20,101266,0.32
9728,-1.01,0.48,9.82,10.33,-31.00,20.83,23.00,-30.00,3.00,35.20,101289,-1.74
9751,-0.96,0.39,9.86,9.83,-31.00,20.83,21.00,-32.00,3.00,35.20,101279,-0.84
9787,-0.96,0.44,9.82,9.83,-31.33,20.83,22.00,-33.00,2.00,35.20,101269,0.05
9812,-0.96,0.39,9.73,10.33,-31.33,20.50,21.00,-32.00,3.00,35.20,101276,-0.57
9836,-1.01,0.44,9.82,9.83,-31.00,20.67,22.00,-31.00,3.00,35.20,101273,-0.31
9859,-0.96,0.39,9.73,10.33,-31.00,20.50,22.00,-32.00,3.00,35.20,101266,0.32
9885,-0.96,0.44,9.91,9.83,-30.67,20.17,20.00,-33.00,3.00,35.20,101286,-1.47
9908,-0.96,0.48,9.86,9.67,-30.83,20.50,21.00,-31.00,2.00,35.20,101263,0.59
9931,-0.92,0.39,9.86,9.83,-31.33,20.33,22.00,-32.00,2.00,35.20,101286,-1.47
9954,-1.05,0.44,9.82,10.00,-31.50,19.67,21.00,-33.00,2.00,35.20,101279,-0.84
9977,-1.05,0.48,9.82,10.00,-30.83,20.83,22.00,-32.00,3.00,35.20,101269,0.05
10000,-1.01,0.35,9.86,9.83,-31.17,20.50,21.00,-31.00,3.00,35.20,101273,-0.31
10023,-1.01,0.44,9.82,10.17,-30.67,20.33,22.00,-32.00,3.00,35.20,101276,-0.57
10050,-1.01,0.39,9.86,10.17,-31.17,20.17,21.00,-33.00,3.00,35.20,101282,-1.11
10073,-1.01,0.44,9.73,10.17,-30.67,20.67,21.00,-32.00,2.00,35.20,101282,-1.11
10096,-0.96,0.39,9.82,10.00,-31.17,20.50,21.00,-32.00,3.00,35.20,101276,-0.57
10119,-0.96,0.39,9.82,9.83,-31.33,20.17,21.00,-31.00,4.00,35.20,101286,-1.47
10142,-0.92,0.44,9.73,10.00,-31.50,20.67,22.00,-32.00,3.00,35.20,101282,-1.11
10165,-1.01,0.44,9.86,9.67,-31.00,20.33,21.00,-31.00,3.00,35.20,101282,-1.11
10191,-1.01,0.48,9.86,10.17,-31.00,20.83,21.00,-33.00,2.00,35.20,101273,-0.31
10215,-1.01,0.44,9.77,10.00,-31.00,20.17,22.00,-33.00,4.00,35.20,101276,-0.57
10237,-0.92,0.39,9.77,10.00,-31.17,20.67,21.00,-31.00,2.00,35.20,101273,-0.31
10261,-1.01,0.44,9.82,9.67,-30.67,20.00,21.00,-32.00,2.00,35.20,101276,-0.57
10284,-0.92,0.44,9.86,10.17,-31.00,20.67,20.00,-33.00,2.00,35.20,101269,0.05
10307,-0.96,0.39,9.73,10.00,-31.00,20.00,21.00,-33.00,2.00,35.20,101273,-0.31
10330,-0.96,0.44,9.91,9.67,-31.50,20.67,21.00,-32.00,2.00,35.20,101269,0.05
10356,-0.92,0.48,9.77,9.67,-31.33,20.17,22.00,-30.00,2.00,35.20,101279,-0.84
10380,-0.92,0.44,9.82,9.83,-30.67,20.17,22.00,-32.00,4.00,35.20,101279,-0.84
10402,-0.88,0.44,9.82,10.17,-31.50,20.33,22.00,-31.00,2.00,35.20,101266,0.32
10425,-0.92,0.35,9.82,9.67,-31.17,20.50,22.00,-32.00,2.00,35.20,101282,-1.11
10448,-0.92,0.48,9.82,10.00,-31.17,20.00,23.00,-32.00,3.00,35.20,101276,-0.57
10471,-1.01,0.48,9.77,9.83,-31.00,20.67,20.00,-32.00,3.00,35.20,101282,-1.11
10498,-1.01,0.57,9.95,9.83,-31.17,19.83,21.00,-33.00,2.00,35.20,101269,0.05
10521,-0.96,0.48,9.73,9.83,-30.67,20.67,21.00,-31.00,3.00,35.20,101282,-1.11
10544,-0.96,0.44,9.82,9.83,-30.83,20.50,22.00,-31.00,3.00,35.20,101273,-0.31
10567,-0.96,0.44,9.82,9.50,-30.83,20.33,21.00,-33.00,3.00,35.20,101282,-1.11
10590,-0.96,0.44,9.77,9.67,-31.17,20.83,22.00,-32.00,3.00,35.20,101269,0.05
10613,-1.01,0.39,9.82,10.17,-31.17,20.33,20.00,-31.00,3.00,35.20,101279,-0.84
10636,-0.96,0.48,9.73,9.67,-31.17,20.33,22.00,-32.00,3.00,35.20,101276,-0.57
10662,-0.96,0.39,9.77,9.67,-31.00,20.50,22.00,-33.00,3.00,35.20,101276,-0.57
10686,-1.01,0.39,9.86,10.17,-31.00,20.17,21.00,-33.00,3.00,35.20,101276,-0.57
10708,-1.01,0.39,9.73,9.67,-30.83,20.33,22.00,-31.00,3.00,35.20,101292,-2.01
10732,-1.01,0.48,9.82,10.17,-31.17,20.33,21.00,-32.00,2.00,35.20,101276,-0.57
10755,-1.01,0.44,9.73,9.83,-31.33,20.33,22.00,-33.00,2.00,35.20,101273,-0.31
10778,-1.01,0.39,9.82,9.83,-31.33,20.67,22.00,-32.00,2.00,35.20,101273,-0.31
10805,-1.01,0.44,9.82,9.83,-31.50,20.33,22.00,-34.00,3.00,35.20,101273,-0.31
10827,-1.01,0.44,9.82,9.67,-31.50,20.50,22.00,-31.00,3.00,35.20,101266,0.32
10851,-1.01,0.44,9.82,9.67,-30.67,20.00,22.00,-33.00,3.00,35.20,101273,-0.31
10873,-0.96,0.39,9.73,9.83,-31.33,20.50,21.00,-31.00,4.00,35.20,101279,-0.84
10896,-0.96,0.48,9.77,9.50,-31.17,20.67,22.00,-32.00,3.00,35.20,101269,0.05
10919,-1.05,0.44,9.86,10.00,-31.33,20.50,22.00,-32.00,3.00,35.20,101282,-1.11
10942,-0.96,0.48,9.77,9.50,-30.67,20.50,22.00,-33.00,3.00,35.20,101279,-0.84
f,ax,ay,az,mx,my,mz,gx,gy,gz,t,p,h
165,-1.01,0.48,9.77,9.83,-31.33,21.00,21.00,-32.00,-10.00,35.10,101256,0.00
188,-0.96,0.39,9.82,9.67,-31.17,20.00,22.00,-32.00,3.00,35.10,101253,0.00
210,-0.92,0.44,9.86,9.83,-31.33,20.67,21.00,-34.00,3.00,35.10,101259,0.00
233,-0.96,0.39,9.77,10.17,-30.83,20.33,19.00,-33.00,2.00,35.20,101250,0.00
256,-0.96,0.39,9.77,10.17,-31.00,20.83,21.00,-32.00,3.00,35.20,101269,-1.04
283,-0.92,0.44,9.86,10.00,-31.50,20.50,23.00,-31.00,3.00,35.10,101282,-2.20
306,-1.01,0.39,9.82,9.33,-30.33,20.17,22.00,-32.00,3.00,35.10,101272,-1.31
329,-0.88,0.39,9.91,10.33,-31.17,20.67,20.00,-33.00,2.00,35.20,101279,-1.94
352,-1.01,0.53,9.77,10.17,-31.00,20.33,21.00,-31.00,2.00,35.20,101279,-1.94
374,-0.88,0.44,9.77,10.17,-31.33,20.17,21.00,-33.00,3.00,35.10,101276,-1.67
398,-0.96,0.48,9.86,10.00,-31.00,20.33,22.00,-33.00,3.00,35.10,101269,-1.04
424,-0.96,0.44,9.91,9.83,-31.00,20.67,22.00,-33.00,4.00,35.20,101269,-1.04
448,-1.01,0.48,9.82,10.17,-31.00,20.33,23.00,-32.00,2.00,35.20,101282,-2.20
471,-0.96,0.39,9.82,9.67,-30.67,20.67,21.00,-32.00,3.00,35.10,101276,-1.67
494,-0.88,0.48,9.82,10.00,-31.67,21.00,22.00,-31.00,3.00,35.20,101276,-1.67
517,-0.92,0.48,9.77,9.83,-30.83,20.83,22.00,-32.00,3.00,35.10,101266,-0.77
539,-1.01,0.39,9.82,9.50,-31.33,20.17,21.00,-33.00,4.00,35.20,101272,-1.31
563,-0.96,0.44,9.82,9.83,-31.00,20.17,23.00,-33.00,3.00,35.20,101282,-2.20
589,-0.92,0.35,9.73,9.83,-31.67,21.00,21.00,-33.00,4.00,35.10,101259,-0.14
612,-0.96,0.44,9.69,10.00,-31.00,21.00,21.00,-32.00,4.00,35.20,101272,-1.31
634,-1.01,0.44,9.77,10.00,-30.83,20.33,21.00,-33.00,4.00,35.20,101272,-1.31
658,-1.01,0.39,9.86,10.17,-31.00,19.83,21.00,-32.00,3.00,35.20,101272,-1.31
680,-1.05,0.44,9.77,10.17,-31.17,20.67,21.00,-33.00,3.00,35.10,101272,-1.31
704,-1.01,0.39,9.86,9.50,-31.33,20.50,22.00,-31.00,4.00,35.20,101276,-1.67
727,-0.96,0.44,9.77,10.17,-31.00,20.17,22.00,-32.00,2.00,35.20,101269,-1.04
753,-1.01,0.44,9.77,9.83,-31.00,20.33,23.00,-33.00,3.00,35.10,101253,0.39
776,-1.01,0.44,9.77,10.00,-31.17,20.17,21.00,-34.00,4.00,35.10,101276,-1.67
799,-1.01,0.44,9.82,10.17,-30.83,20.50,22.00,-33.00,3.00,35.20,101263,-0.50
822,-0.96,0.39,9.77,10.00,-31.00,20.33,21.00,-31.00,3.00,35.10,101276,-1.67
845,-0.96,0.44,9.86,9.83,-31.50,20.17,21.00,-32.00,3.00,35.20,101279,-1.94
868,-1.01,0.48,9.77,9.67,-31.17,20.17,21.00,-32.00,2.00,35.20,101272,-1.31
894,-1.01,0.44,9.77,9.50,-30.50,20.50,21.00,-32.00,3.00,35.20,101286,-2.56
917,-1.01,0.44,9.73,10.00,-31.17,20.33,21.00,-33.00,3.00,35.20,101272,-1.31
941,-1.01,0.44,9.86,9.83,-31.33,20.50,21.00,-33.00,3.00,35.20,101272,-1.31
963,-0.96,0.39,9.73,10.33,-31.33,20.33,21.00,-33.00,3.00,35.10,101279,-1.94
987,-0.92,0.35,9.82,10.00,-31.33,20.17,22.00,-32.00,3.00,35.20,101266,-0.77
1009,-0.92,0.39,9.73,10.17,-30.83,20.67,22.00,-32.00,3.00,35.10,101263,-0.50
1033,-1.01,0.44,9.77,9.83,-31.00,20.00,21.00,-32.00,4.00,35.10,101272,-1.31
1059,-0.96,0.39,9.82,9.67,-30.83,20.50,21.00,-32.00,5.00,35.10,101263,-0.50
1082,-0.96,0.44,9.95,9.83,-31.17,20.50,22.00,-32.00,4.00,35.10,101279,-1.94
1104,-1.01,0.44,9.82,10.17,-30.83,20.33,21.00,-33.00,3.00,35.10,101276,-1.67
1128,-1.01,0.44,9.82,10.00,-31.00,20.50,23.00,-32.00,4.00,35.20,101263,-0.50
1150,-0.92,0.48,9.77,10.00,-31.33,20.33,21.00,-32.00,3.00,35.10,101266,-0.77
1174,-0.92,0.44,9.73,9.00,-31.33,20.33,22.00,-32.00,4.00,35.20,101286,-2.56
1197,-0.88,0.44,9.82,9.67,-30.50,20.83,22.00,-33.00,3.00,35.20,101282,-2.20
1223,-1.01,0.48,9.77,10.17,-31.00,20.33,22.00,-32.00,3.00,35.20,101269,-1.04
1247,-0.96,0.48,9.82,10.00,-30.83,20.67,22.00,-32.00,3.00,35.20,101286,-2.56
1269,-0.92,0.44,9.82,9.17,-31.33,20.17,22.00,-34.00,3.00,35.10,101266,-0.77
1293,-1.01,0.48,9.69,9.83,-31.50,20.50,21.00,-32.00,4.00,35.10,101259,-0.14
1315,-0.96,0.48,9.77,9.83,-31.33,20.17,22.00,-33.00,3.00,35.20,101269,-1.04
1366,-0.88,0.39,9.82,10.17,-31.17,20.50,22.00,-32.00,3.00,35.20,101282,-2.20
1402,-1.01,0.48,9.86,9.67,-31.50,20.50,22.00,-33.00,2.00,35.10,101259,-0.14
1426,-1.01,0.53,9.86,9.50,-31.17,20.33,22.00,-33.00,3.00,35.10,101276,-1.67
1448,-0.96,0.39,9.82,9.67,-31.33,20.00,22.00,-31.00,2.00,35.10,101266,-0.77
1472,-1.01,0.48,9.73,9.83,-30.33,20.17,22.00,-33.00,3.00,35.20,101276,-1.67
1495,-1.01,0.44,9.86,9.67,-31.17,20.33,21.00,-34.00,4.00,35.10,101272,-1.31
1517,-1.01,0.44,9.77,9.83,-30.50,20.50,22.00,-33.00,4.00,35.20,101256,0.13
1541,-1.01,0.39,9.73,10.17,-31.33,20.33,22.00,-32.00,4.00,35.10,101269,-1.04
1567,-0.92,0.39,9.77,10.17,-31.50,20.17,21.00,-32.00,3.00,35.20,101279,-1.94
1590,-1.01,0.39,9.77,9.17,-31.00,20.83,22.00,-32.00,3.00,35.20,101272,-1.31
1613,-1.01,0.44,9.77,9.67,-31.17,20.50,22.00,-32.00,3.00,35.20,101266,-0.77
1636,-1.01,0.44,9.73,9.67,-31.17,20.17,21.00,-32.00,3.00,35.20,101266,-0.77
1659,-1.01,0.44,9.73,9.50,-31.33,20.17,21.00,-32.00,2.00,35.20,101263,-0.50
1682,-1.01,0.48,9.77,9.50,-31.17,20.50,22.00,-31.00,3.00,35.10,101272,-1.31
1704,-1.01,0.44,9.73,10.17,-31.50,20.17,21.00,-33.00,3.00,35.20,101269,-1.04
1732,-0.92,0.44,9.82,9.83,-31.00,20.17,21.00,-33.00,3.00,35.10,101279,-1.94
1755,-0.96,0.39,9.86,9.83,-31.33,19.83,21.00,-33.00,3.00,35.20,101276,-1.67
1777,-1.05,0.39,9.73,9.67,-30.50,20.00,22.00,-33.00,3.00,35.20,101272,-1.31
1801,-1.01,0.44,9.77,10.17,-31.00,20.00,22.00,-31.00,2.00,35.10,101269,-1.04
1823,-0.96,0.48,9.77,9.67,-30.83,20.17,21.00,-31.00,3.00,35.10,101269,-1.04
1847,-1.01,0.44,9.86,10.00,-31.17,20.50,22.00,-32.00,3.00,35.10,101263,-0.50
1873,-1.01,0.48,9.86,9.67,-31.00,20.67,21.00,-33.00,2.00,35.10,101263,-0.50
1896,-0.96,0.44,9.82,10.00,-31.33,20.67,21.00,-32.00,3.00,35.10,101269,-1.04
1920,-1.01,0.39,9.86,10.00,-30.83,20.50,20.00,-33.00,4.00,35.10,101263,-0.50
1942,-0.96,0.44,9.77,9.50,-30.83,20.50,21.00,-31.00,4.00,35.10,101276,-1.67
1965,-0.88,0.39,9.86,9.83,-30.83,20.17,21.00,-32.00,3.00,35.10,101272,-1.31
1988,-0.92,0.44,9.82,10.00,-31.17,20.00,22.00,-32.00,3.00,35.20,101276,-1.67
2011,-1.01,0.53,9.77,10.00,-31.67,20.83,21.00,-33.00,2.00,35.20,101266,-0.77
2037,-0.96,0.44,9.82,9.67,-30.67,20.33,22.00,-32.00,4.00,35.20,101272,-1.31
2061,-0.96,0.44,9.73,10.17,-31.50,20.33,22.00,-33.00,2.00,35.10,101285,-2.47
2083,-0.92,0.44,9.82,10.17,-31.50,20.67,22.00,-33.00,3.00,35.20,101269,-1.04
2107,-1.05,0.44,9.73,10.00,-31.17,20.17,21.00,-33.00,4.00,35.10,101279,-1.94
2129,-1.01,0.39,9.69,10.00,-31.00,20.33,22.00,-33.00,3.00,35.10,101276,-1.67
2153,-1.01,0.35,9.86,10.00,-30.67,20.83,22.00,-33.00,4.00,35.10,101266,-0.77
2180,-1.01,0.44,9.82,9.67,-31.17,20.50,21.00,-32.00,4.00,35.10,101272,-1.31
2202,-1.05,0.48,9.82,10.00,-31.17,20.17,21.00,-33.00,3.00,35.20,101269,-1.04
2226,-0.96,0.39,9.82,9.50,-30.50,20.33,22.00,-33.00,4.00,35.20,101282,-2.20
2248,-1.01,0.39,9.73,10.00,-31.17,20.50,21.00,-32.00,3.00,35.10,101282,-2.20
2271,-0.92,0.39,9.73,10.00,-31.00,20.00,21.00,-32.00,2.00,35.10,101256,0.13
2294,-0.92,0.31,9.82,10.17,-31.00,20.67,22.00,-32.00,3.00,35.10,101272,-1.31
2317,-1.01,0.44,9.69,9.83,-31.17,20.17,23.00,-32.00,3.00,35.20,101269,-1.04
2343,-0.92,0.39,9.82,9.50,-31.50,20.67,22.00,-33.00,2.00,35.10,101276,-1.67
2367,-0.96,0.44,9.86,9.83,-31.00,20.17,21.00,-33.00,3.00,35.10,101279,-1.94
2390,-0.96,0.35,9.86,10.17,-31.00,20.50,21.00,-32.00,3.00,35.10,101263,-0.50
2413,-0.96,0.39,9.73,9.50,-30.50,20.33,22.00,-32.00,4.00,35.20,101263,-0.50
2436,-1.01,0.39,9.77,9.83,-30.83,20.00,22.00,-33.00,3.00,35.10,101285,-2.47
2458,-0.96,0.44,9.82,10.00,-31.17,20.67,22.00,-33.00,4.00,35.10,101269,-1.04
2482,-1.01,0.39,9.77,10.17,-31.50,20.50,22.00,-33.00,3.00,35.10,101276,-1.67
2508,-1.01,0.39,9.77,9.67,-31.00,20.50,22.00,-32.00,4.00,35.10,101269,-1.04
2531,-0.96,0.39,9.82,9.83,-31.17,20.67,21.00,-32.00,4.00,35.10,101279,-1.94
2567,-1.01,0.44,9.77,9.67,-31.17,20.33,22.00,-33.00,3.00,35.20,101279,-1.94
2592,-1.05,0.48,9.77,10.00,-31.50,20.17,21.00,-33.00,2.00,35.10,101276,-1.67
2615,-0.92,0.44,9.73,10.00,-31.17,20.33,21.00,-34.00,3.00,35.20,101276,-1.67
